"county","town","precinct","office","district","party","candidate","votes"
"Middlesex","Chelmsford","1","President","","Democratic","CLINTON and KAINE","1167"
"Middlesex","Chelmsford","2","President","","Democratic","CLINTON and KAINE","1133"
"Middlesex","Chelmsford","3","President","","Democratic","CLINTON and KAINE","1108"
"Middlesex","Chelmsford","4","President","","Democratic","CLINTON and KAINE","1048"
"Middlesex","Chelmsford","5","President","","Democratic","CLINTON and KAINE","1201"
"Middlesex","Chelmsford","6","President","","Democratic","CLINTON and KAINE","1261"
"Middlesex","Chelmsford","7","President","","Democratic","CLINTON and KAINE","1292"
"Middlesex","Chelmsford","8","President","","Democratic","CLINTON and KAINE","1239"
"Middlesex","Chelmsford","9","President","","Democratic","CLINTON and KAINE","1256"
"Middlesex","Chelmsford","TOTAL","President","","Democratic","CLINTON and KAINE","10705"
"Middlesex","Chelmsford","1","President","","Libertarian","JOHNSON and WELD","116"
"Middlesex","Chelmsford","2","President","","Libertarian","JOHNSON and WELD","109"
"Middlesex","Chelmsford","3","President","","Libertarian","JOHNSON and WELD","110"
"Middlesex","Chelmsford","4","President","","Libertarian","JOHNSON and WELD","79"
"Middlesex","Chelmsford","5","President","","Libertarian","JOHNSON and WELD","143"
"Middlesex","Chelmsford","6","President","","Libertarian","JOHNSON and WELD","137"
"Middlesex","Chelmsford","7","President","","Libertarian","JOHNSON and WELD","155"
"Middlesex","Chelmsford","8","President","","Libertarian","JOHNSON and WELD","108"
"Middlesex","Chelmsford","9","President","","Libertarian","JOHNSON and WELD","136"
"Middlesex","Chelmsford","TOTAL","President","","Libertarian","JOHNSON and WELD","1093"
"Middlesex","Chelmsford","1","President","","Green-Rainbow","STEIN and BARAKA","32"
"Middlesex","Chelmsford","2","President","","Green-Rainbow","STEIN and BARAKA","36"
"Middlesex","Chelmsford","3","President","","Green-Rainbow","STEIN and BARAKA","24"
"Middlesex","Chelmsford","4","President","","Green-Rainbow","STEIN and BARAKA","23"
"Middlesex","Chelmsford","5","President","","Green-Rainbow","STEIN and BARAKA","32"
"Middlesex","Chelmsford","6","President","","Green-Rainbow","STEIN and BARAKA","18"
"Middlesex","Chelmsford","7","President","","Green-Rainbow","STEIN and BARAKA","29"
"Middlesex","Chelmsford","8","President","","Green-Rainbow","STEIN and BARAKA","16"
"Middlesex","Chelmsford","9","President","","Green-Rainbow","STEIN and BARAKA","27"
"Middlesex","Chelmsford","TOTAL","President","","Green-Rainbow","STEIN and BARAKA","237"
"Middlesex","Chelmsford","1","President","","Republican","TRUMP and PENCE","822"
"Middlesex","Chelmsford","2","President","","Republican","TRUMP and PENCE","689"
"Middlesex","Chelmsford","3","President","","Republican","TRUMP and PENCE","974"
"Middlesex","Chelmsford","4","President","","Republican","TRUMP and PENCE","832"
"Middlesex","Chelmsford","5","President","","Republican","TRUMP and PENCE","799"
"Middlesex","Chelmsford","6","President","","Republican","TRUMP and PENCE","884"
"Middlesex","Chelmsford","7","President","","Republican","TRUMP and PENCE","934"
"Middlesex","Chelmsford","8","President","","Republican","TRUMP and PENCE","818"
"Middlesex","Chelmsford","9","President","","Republican","TRUMP and PENCE","909"
"Middlesex","Chelmsford","TOTAL","President","","Republican","TRUMP and PENCE","7661"
"Middlesex","Chelmsford","1","President","","","All Others","52"
"Middlesex","Chelmsford","2","President","","","All Others","33"
"Middlesex","Chelmsford","3","President","","","All Others","42"
"Middlesex","Chelmsford","4","President","","","All Others","42"
"Middlesex","Chelmsford","5","President","","","All Others","48"
"Middlesex","Chelmsford","6","President","","","All Others","50"
"Middlesex","Chelmsford","7","President","","","All Others","53"
"Middlesex","Chelmsford","8","President","","","All Others","48"
"Middlesex","Chelmsford","9","President","","","All Others","77"
"Middlesex","Chelmsford","TOTAL","President","","","All Others","445"
"Middlesex","Chelmsford","1","President","","","Blanks","32"
"Middlesex","Chelmsford","2","President","","","Blanks","29"
"Middlesex","Chelmsford","3","President","","","Blanks","40"
"Middlesex","Chelmsford","4","President","","","Blanks","34"
"Middlesex","Chelmsford","5","President","","","Blanks","21"
"Middlesex","Chelmsford","6","President","","","Blanks","47"
"Middlesex","Chelmsford","7","President","","","Blanks","26"
