county,town,precinct,office,district,party,candidate,votes
Norfolk,Brookline,1,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,19
Norfolk,Brookline,2,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,18
Norfolk,Brookline,3,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,18
Norfolk,Brookline,4,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,17
Norfolk,Brookline,5,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,10
Norfolk,Brookline,6,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,17
Norfolk,Brookline,7,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,18
Norfolk,Brookline,8,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,18
Norfolk,Brookline,9,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,17
Norfolk,Brookline,10,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,21
Norfolk,Brookline,11,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,17
Norfolk,Brookline,12,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,26
Norfolk,Brookline,13,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,28
Norfolk,Brookline,14,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,42
Norfolk,Brookline,15,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,20
Norfolk,Brookline,16,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Blank votes,15
Norfolk,Brookline,1,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,23
Norfolk,Brookline,2,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,16
Norfolk,Brookline,3,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,27
Norfolk,Brookline,4,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,27
Norfolk,Brookline,5,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,40
Norfolk,Brookline,6,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,30
Norfolk,Brookline,7,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,40
Norfolk,Brookline,8,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,24
Norfolk,Brookline,9,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,18
Norfolk,Brookline,10,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,28
Norfolk,Brookline,11,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,19
Norfolk,Brookline,12,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,37
Norfolk,Brookline,13,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,27
Norfolk,Brookline,14,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,37
Norfolk,Brookline,15,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,53
Norfolk,Brookline,16,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,,Write-ins,26
Norfolk,Brookline,1,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1518
Norfolk,Brookline,2,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1070
Norfolk,Brookline,3,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1617
Norfolk,Brookline,4,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1429
Norfolk,Brookline,5,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1640
Norfolk,Brookline,6,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1711
Norfolk,Brookline,7,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1470
Norfolk,Brookline,8,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1626
Norfolk,Brookline,9,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1551
Norfolk,Brookline,10,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1538
Norfolk,Brookline,11,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1634
Norfolk,Brookline,12,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1868
Norfolk,Brookline,13,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1622
Norfolk,Brookline,14,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1590
Norfolk,Brookline,15,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1407
Norfolk,Brookline,16,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Democrat,CLINTON and KAINE,1292
Norfolk,Brookline,1,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Libertarian,JOHNSON and WELD,48
Norfolk,Brookline,2,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Libertarian,JOHNSON and WELD,28
Norfolk,Brookline,3,ELECTORS OF PRESIDENT AND VICE PRESIDENT,,Libertarian,JOHNSON and WELD,42
